solar.time,location,N2.obs,N2.sat,DO.obs,DO.sat,Ar.obs,Ar.sat,temp.water,light.data,light.smooth,light.calc,depth,discharge,tt,pressure
2024-09-19T16:40:37Z,upstream,14.278,14.242,9.025,8.77,14.278,0.526,21.962,101.2,282.159,617.052,0.304,1.86e-4,140.377,996.8
2024-09-19T16:55:37Z,downstream,13.989,14.041,10.814,8.666,13.989,0.518,23.348,66.2,6.18,496.427,0.304,1.86e-4,140.377,996.75
2024-09-19T16:55:37Z,upstream,14.313,14.272,9.064,8.785,14.313,0.527,21.765,93.7,240.093,496.427,0.304,1.86e-4,140.377,996.75
2024-09-19T17:10:37Z,downstream,14.015,14.057,10.736,8.673,14.015,0.518,23.239,56.2,14.028,373.773,0.304,1.86e-4,140.377,996.7
2024-09-19T17:10:37Z,upstream,14.352,14.305,9.103,8.803,14.352,0.528,21.637,76.2,201.432,373.773,0.304,1.86e-4,140.377,996.7
2024-09-19T17:25:37Z,downstream,14.044,14.073,10.648,8.682,14.044,0.519,23.012,46.2,23.603,249.616,0.304,1.86e-4,140.377,996.5
2024-09-19T17:25:37Z,upstream,14.393,14.34,9.137,8.821,14.393,0.53,21.515,63.7,166.206,249.616,0.304,1.86e-4,140.377,996.5
2024-09-19T17:40:38Z,downstream,14.073,14.091,10.552,8.69,14.073,0.52,23.017,36.2,33.822,124.488,0.304,1.86e-4,140.377,996.4
2024-09-19T17:40:38Z,upstream,14.437,14.377,9.166,8.841,14.437,0.531,21.38,48.7,134.411,124.488,0.304,1.86e-4,140.377,996.4
2024-09-19T17:55:38Z,downstream,14.105,14.11,10.447,8.7,14.105,0.52,22.856,21.2,43.564,0,0.304,1.86e-4,140.377,996.45
2024-09-19T17:55:38Z,upstream,14.482,14.415,9.188,8.861,14.482,0.533,21.247,28.7,106.149,0,0.304,1.86e-4,140.377,996.45
2024-09-19T18:10:38Z,downstream,14.138,14.131,10.333,8.71,14.138,0.521,22.653,8.7,51.745,0,0.304,1.86e-4,140.377,996.4
2024-09-19T18:10:38Z,upstream,14.528,14.454,9.203,8.881,14.528,0.535,21.122,11.2,81.411,0,0.304,1.86e-4,140.377,996.4
2024-09-19T18:25:38Z,downstream,14.174,14.153,10.212,8.721,14.174,0.522,22.425,1.2,57.276,0,0.304,1.86e-4,140.377,996.2
2024-09-19T18:25:38Z,upstream,14.575,14.493,9.208,8.902,14.575,0.536,21.005,1.2,60.107,0,0.304,1.86e-4,140.377,996.2
2024-09-19T18:40:39Z,downstream,14.213,14.178,10.083,8.734,14.213,0.523,22.194,1.2,59.579,0,0.304,1.86e-4,140.377,996.05
2024-09-19T18:40:39Z,upstream,14.621,14.531,9.202,8.922,14.621,0.538,20.892,1.2,41.947,0,0.304,1.86e-4,140.377,996.05
2024-09-19T18:55:39Z,downstream,14.254,14.206,9.947,8.748,14.254,0.524,22.022,1.2,58.855,0,0.304,1.86e-4,140.377,995.9
2024-09-19T18:55:39Z,upstream,14.666,14.569,9.184,8.943,14.666,0.539,20.761,1.2,26.684,0,0.304,1.86e-4,140.377,995.9
2024-09-19T19:10:39Z,downstream,14.298,14.236,9.803,8.763,14.298,0.526,21.887,1.2,55.384,0,0.304,1.86e-4,140.377,995.9
2024-09-19T19:10:39Z,upstream,14.71,14.606,9.152,8.963,14.71,0.541,20.619,1.2,14.008,0,0.304,1.86e-4,140.377,995.9
2024-09-19T19:25:39Z,downstream,14.346,14.27,9.652,8.781,14.346,0.527,21.624,1.2,49.44,0,0.304,1.86e-4,140.377,995.85
2024-09-19T19:25:39Z,upstream,14.751,14.641,9.105,8.982,14.751,0.542,20.486,1.2,3.633,0,0.304,1.86e-4,140.377,995.85
2024-09-19T19:40:39Z,downstream,14.397,14.308,9.495,8.801,14.397,0.529,21.565,1.2,41.299,0,0.304,1.86e-4,140.377,996.1
2024-09-19T19:40:39Z,upstream,14.79,14.675,9.044,9.001,14.79,0.544,20.365,1.2,0,0,0.304,1.86e-4,140.377,996.1
2024-09-19T19:55:40Z,downstream,14.452,14.348,9.331,8.823,14.452,0.53,21.495,1.2,31.221,0,0.304,1.86e-4,140.377,996.15
2024-09-19T19:55:40Z,upstream,14.828,14.707,8.97,9.019,14.828,0.545,20.261,1.2,0,0,0.304,1.86e-4,140.377,996.15
2024-09-19T20:10:40Z,downstream,14.509,14.392,9.163,8.846,14.509,0.532,21.385,1.2,19.506,0,0.304,1.86e-4,140.377,996.3
2024-09-19T20:10:40Z,upstream,14.863,14.738,8.887,9.036,14.863,0.546,20.137,1.2,0,0,0.304,1.86e-4,140.377,996.3
2024-09-19T20:25:40Z,downstream,14.569,14.437,8.99,8.871,14.569,0.534,21.266,1.2,6.417,0,0.304,1.86e-4,140.377,996.45
2024-09-19T20:25:40Z,upstream,14.898,14.768,8.795,9.053,14.898,0.548,20.018,1.2,0,0,0.304,1.86e-4,140.377,996.45
2024-09-19T20:40:40Z,downstream,14.63,14.485,8.814,8.897,14.63,0.536,21.126,1.2,0,0,0.304,1.86e-4,140.377,996.9
2024-09-19T20:40:40Z,upstream,14.931,14.797,8.697,9.07,14.931,0.549,19.926,1.2,0,0,0.304,1.86e-4,140.377,996.9
2024-09-19T20:55:41Z,downstream,14.693,14.534,8.636,8.924,14.693,0.538,21.004,1.2,0,0,0.304,1.86e-4,140.377,997.2
2024-09-19T20:55:41Z,upstream,14.964,14.826,8.594,9.087,14.964,0.55,19.825,1.2,0,0,0.304,1.86e-4,140.377,997.2
2024-09-19T21:10:41Z,downstream,14.757,14.583,8.456,8.951,14.757,0.54,20.725,1.2,0,0,0.304,1.86e-4,140.377,997.35
2024-09-19T21:10:41Z,upstream,14.996,14.855,8.49,9.103,14.996,0.551,19.693,1.2,0,0,0.304,1.86e-4,140.377,997.35
2024-09-19T21:25:41Z,downstream,14.821,14.633,8.276,8.979,14.821,0.542,20.623,1.2,0,0,0.304,1.86e-4,140.377,997.5
